"game_id","location_team","period","stint","team","opp","lineup_team","lineup_opp","secs_game_start","secs_game_end","secs_played","poss_team","pts_team","poss_opp","pts_opp"
"0042400121","home",1,1,"NYK","DET","1626157 Karl-Anthony Towns, 1628384 OG Anunoby, 1628404 Josh Hart, 1628969 Mikal Bridges, 1628973 Jalen Brunson","1630595 Cade Cunningham, 1631105 Jalen Duren, 1641709 Ausar Thompson, 202699 Tobias Harris, 203501 Tim Hardaway Jr.",0,159,159,4,3,5,3
"0042400121","away",1,1,"DET","NYK","1630595 Cade Cunningham, 1631105 Jalen Duren, 1641709 Ausar Thompson, 202699 Tobias Harris, 203501 Tim Hardaway Jr.","1626157 Karl-Anthony Towns, 1628384 OG Anunoby, 1628404 Josh Hart, 1628969 Mikal Bridges, 1628973 Jalen Brunson",0,159,159,5,3,4,3
"0042400121","home",1,2,"NYK","DET","1626157 Karl-Anthony Towns, 1628384 OG Anunoby, 1628404 Josh Hart, 1628969 Mikal Bridges, 1628973 Jalen Brunson","1627736 Malik Beasley, 1630595 Cade Cunningham, 1631105 Jalen Duren, 202699 Tobias Harris, 203501 Tim Hardaway Jr.",159,267,108,4,7,3,0
"0042400121","away",1,2,"DET","NYK","1627736 Malik Beasley, 1630595 Cade Cunningham, 1631105 Jalen Duren, 202699 Tobias Harris, 203501 Tim Hardaway Jr.","1626157 Karl-Anthony Towns, 1628384 OG Anunoby, 1628404 Josh Hart, 1628969 Mikal Bridges, 1628973 Jalen Brunson",159,267,108,3,0,4,7
"0042400121","home",1,3,"NYK","DET","1626157 Karl-Anthony Towns, 1628384 OG Anunoby, 1628969 Mikal Bridges, 1628973 Jalen Brunson, 1629013 Landry Shamet","1627736 Malik Beasley, 1630595 Cade Cunningham, 1631105 Jalen Duren, 202699 Tobias Harris, 203501 Tim Hardaway Jr.",267,296,29,1,0,2,3
"0042400121","away",1,3,"DET","NYK","1627736 Malik Beasley, 1630595 Cade Cunningham, 1631105 Jalen Duren, 202699 Tobias Harris, 203501 Tim Hardaway Jr.","1626157 Karl-Anthony Towns, 1628384 OG Anunoby, 1628969 Mikal Bridges, 1628973 Jalen Brunson, 1629013 Landry Shamet",267,296,29,2,3,1,0
"0042400121","home",1,4,"NYK","DET","1626157 Karl-Anthony Towns, 1628384 OG Anunoby, 1628969 Mikal Bridges, 1628973 Jalen Brunson, 1629013 Landry Shamet","1627736 Malik Beasley, 1630191 Isaiah Stewart, 1630595 Cade Cunningham, 202699 Tobias Harris, 203501 Tim Hardaway Jr.",296,404,108,4,6,3,5
"0042400121","away",1,4,"DET","NYK","1627736 Malik Beasley, 1630191 Isaiah Stewart, 1630595 Cade Cunningham, 202699 Tobias Harris, 203501 Tim Hardaway Jr.","1626157 Karl-Anthony Towns, 1628384 OG Anunoby, 1628969 Mikal Bridges, 1628973 Jalen Brunson, 1629013 Landry Shamet",296,404,108,3,5,4,6
"0042400121","home",1,5,"NYK","DET","1628384 OG Anunoby, 1628969 Mikal Bridges, 1628973 Jalen Brunson, 1629011 Mitchell Robinson, 1629013 Landry Shamet","1627736 Malik Beasley, 1630191 Isaiah Stewart, 1630595 Cade Cunningham, 203471 Dennis Schröder, 203501 Tim Hardaway Jr.",404,541,137,6,4,6,8
"0042400121","away",1,5,"DET","NYK","1627736 Malik Beasley, 1630191 Isaiah Stewart, 1630595 Cade Cunningham, 203471 Dennis Schröder, 203501 Tim Hardaway Jr.","1628384 OG Anunoby, 1628969 Mikal Bridges, 1628973 Jalen Brunson, 1629011 Mitchell Robinson, 1629013 Landry Shamet",404,541,137,6,8,6,4
"0042400121","home",1,6,"NYK","DET","1628384 OG Anunoby, 1628973 Jalen Brunson, 1629011 Mitchell Robinson, 1629013 Landry Shamet, 1630540 Miles McBride","1627736 Malik Beasley, 1630191 Isaiah Stewart, 1630595 Cade Cunningham, 202699 Tobias Harris, 203471 Dennis Schröder",541,588,47,2,0,2,3
"0042400121","away",1,6,"DET","NYK","1627736 Malik Beasley, 1630191 Isaiah Stewart, 1630595 Cade Cunningham, 202699 Tobias Harris, 203471 Dennis Schröder","1628384 OG Anunoby, 1628973 Jalen Brunson, 1629011 Mitchell Robinson, 1629013 Landry Shamet, 1630540 Miles McBride",541,588,47,2,3,2,0
"0042400121","home",1,7,"NYK","DET","1628384 OG Anunoby, 1628973 Jalen Brunson, 1629011 Mitchell Robinson, 1629013 Landry Shamet, 1630540 Miles McBride","1627736 Malik Beasley, 1630191 Isaiah Stewart, 1641842 Ronald Holland II, 202699 Tobias Harris, 203471 Dennis Schröder",588,703.4,115.4,3,5,4,5
